TimeSt,City,Country,Latitude,Longitude,Province,_ID,distance,label
2017-06-21 05:54:34.020,Calgary,CA,50.91500,-114.06000,AB,5289633,7.252821220644998,POI1
2017-06-21 06:08:16.540,Thunder Bay,CA,48.37370,-89.28831,ON,5448168,255.3245860548369,POI3
2017-06-21 06:48:08.383,London,CA,43.00040,-81.23430,ON,5203078,65.15905248261708,POI3
2017-06-21 06:54:22.497,Edmonton,CA,53.54318,-113.47790,AB,5285042,7.029372499980199E-5,POI1
2017-06-21 07:01:48.230,Thunder Bay,CA,48.45270,-89.21620,ON,4562476,253.5191860380171,POI3
2017-06-21 07:06:22.923,Toronto,CA,43.67350,-79.40300,ON,5432042,37.485869625217084,POI3
2017-06-21 07:22:15.060,Calgary,CA,51.00810,-114.07300,AB,4839586,6.78666545124499,POI1
2017-06-21 07:30:07.480,Canmore,CA,51.08565,-115.35705,AB,4929328,9.555967479145007,POI1
2017-06-21 07:43:03.683,Prince Albert,CA,53.20540,-105.75400,SK,5130807,59.895832795044825,POI1
2017-06-21 07:58:18.287,Burlington,CA,43.38890,-79.76820,ON,5342520,43.01552012241692,POI3
2017-06-21 08:06:55.680,Windsor,CA,42.29080,-82.98700,ON,5436516,99.19304481981692,POI3
2017-06-21 08:36:28.213,Edmonton,CA,53.53140,-113.58200,AB,5036876,0.009485207044999966,POI1
2017-06-21 08:40:20.313,Kitchener,CA,43.45530,-80.48450,ON,5090812,52.13502569881696,POI3
2017-06-21 08:45:58.777,Mississauga,CA,43.56340,-79.65090,ON,5175554,40.860376751816915,POI3
2017-06-21 09:01:57.740,Calgary,CA,51.04860,-113.96800,AB,5390063,6.470421414244992,POI1
2017-06-21 09:02:15.760,Calgary,CA,51.15810,-113.93800,AB,5392997,5.9074085312450055,POI1
2017-06-21 09:16:55.710,Edmonton,CA,53.53871,-113.51924,AB,4774469,0.0011782588850001087,POI1
2017-06-21 09:18:54.100,Edmonton,CA,53.44693,-113.43865,AB,4800112,0.012064885224998859,POI1
2017-06-21 09:28:21.137,Fort Erie,CA,42.90265,-78.93470,ON,4910123,35.681732995417065,POI3
2017-06-21 09:31:11.797,Calgary,CA,51.04190,-114.20000,AB,4950542,6.781529126045006,POI1
2017-06-21 09:35:52.257,Edmonton,CA,53.53140,-113.58200,AB,5028519,0.009485207044999966,POI1
2017-06-21 09:48:15.787,Kitchener,CA,43.43970,-80.43400,ON,5204509,51.50352269761696,POI3
2017-06-21 10:04:10.687,Newmarket,CA,44.03900,-79.47240,ON,4601055,37.08346620501692,POI3
2017-06-21 10:13:41.627,Calgary,CA,51.01968,-114.20034,AB,4725152,6.893798296404984,POI1
2017-06-21 10:17:34.920,Moose Jaw,CA,50.39000,-105.53200,SK,5547590,73.22327467464494,POI1
2017-06-21 10:18:05.577,Fort Mcmurray,CA,56.73770,-111.43800,AB,5555781,14.37909742484496,POI1
2017-06-21 10:21:37.600,Sudbury,CA,46.50800,-80.98700,ON,5601741,56.04381254221695,POI3
2017-06-21 10:26:03.410,Calgary,CA,51.02420,-114.10040,AB,4884017,6.738131840644982,POI1
2017-06-21 10:26:47.970,Edmonton,CA,53.53796,-113.58373,AB,4892272,0.00967057086500176,POI1
2017-06-21 10:45:28.477,Saskatoon,CA,52.12420,-106.66500,SK,5166505,48.54440244784482,POI1
2017-06-21 10:58:12.063,Ottawa,CA,45.39770,-75.75990,ON,5341504,4.828450300417012,POI3
2017-06-21 11:04:30.747,Toronto,CA,43.67360,-79.40350,ON,4605355,37.491337235416935,POI3
2017-06-21 11:06:57.797,Artemesia,CA,44.28360,-80.47840,ON,5436744,49.31365777021692,POI3
2017-06-21 11:18:03.047,Sudbury,CA,46.49170,-80.99280,ON,5555146,56.098039499217066,POI3
2017-06-21 11:29:11.023,Windsor,CA,42.29490,-83.05200,ON,4918310,100.39552071201715,POI3
2017-06-21 11:37:06.917,Calgary,CA,51.03780,-114.08000,AB,5045015,6.645057085445004,POI1
2017-06-21 11:47:18.827,Edmonton,CA,53.51865,-113.63905,AB,5192899,0.024262981145000938,POI1
2017-06-21 12:05:12.713,Thornhill,CA,43.83950,-79.38310,ON,5423703,36.667931162416984,POI3
2017-06-21 12:12:18.183,York,CA,43.70300,-79.51200,ON,4709237,38.662042032217,POI3
2017-06-21 12:31:14.040,Calgary,CA,51.04190,-114.20000,AB,4950221,6.781529126045006,POI1
2017-06-21 12:50:34.703,Sainte-Foy,CA,46.78230,-71.28820,QC,5232997,6.777773545216984,POI3
2017-06-21 12:54:49.240,Chestermere,CA,51.02780,-113.83600,AB,5295196,6.4648586174449925,POI1
2017-06-21 13:00:53.693,Montréal-Nord,CA,45.61680,-73.61798,QC,4534273,0.011756945177000534,POI3
2017-06-21 13:01:54.010,Kingston,CA,44.25000,-76.53070,ON,4569450,10.406344098616977,POI3
2017-06-21 13:10:55.843,Mississauga,CA,43.58593,-79.78270,ON,4692367,42.39399110757708,POI3
2017-06-21 13:12:12.267,Saskatoon,CA,52.13185,-106.73530,SK,5489506,47.568651764844965,POI1
2017-06-21 13:57:37.613,Calgary,CA,51.05100,-114.13700,AB,5336507,6.650005760644984,POI1
2017-06-21 14:01:49.910,Bracebridge,CA,45.04420,-79.12860,ON,4563312,31.17019020581708,POI3
2017-06-21 14:17:33.990,North York,CA,43.73180,-79.41820,ON,5546601,37.45145178421699,POI3
2017-06-21 14:35:45.537,Guelph,CA,43.52150,-80.23380,ON,5027289,48.45975280281702,POI3
2017-06-21 14:47:39.767,Ottawa,CA,45.41640,-75.67900,ON,5196501,4.475740719017013,POI3
2017-06-21 14:52:10.037,Toronto,CA,43.65832,-79.38539,ON,5254216,37.336941071437,POI3
2017-06-21 14:59:26.063,East York,CA,43.69060,-79.31250,ON,5360526,36.37465361741699,POI3
2017-06-21 15:28:10.057,Edmonton,CA,53.45790,-113.41200,AB,4907161,0.013227766044997237,POI1
2017-06-21 15:51:00.110,Mississauga,CA,43.58900,-79.71800,ON,5238430,41.58186355621705,POI3
2017-06-21 15:52:33.230,Toronto,CA,43.67200,-79.37910,ON,5260932,37.21298001941694,POI3
2017-06-21 16:00:02.460,Barrie,CA,44.38510,-79.69910,ON,5369113,38.906319389617025,POI3
2017-06-21 16:04:09.230,Brampton,CA,43.78000,-79.74000,ON,4600634,41.15125122221694,POI3
2017-06-21 16:30:43.210,Calgary,CA,51.12770,-113.95000,AB,4939185,6.0645255488450065,POI1
2017-06-21 16:31:23.120,Toronto,CA,43.64300,-79.33830,ON,4953169,36.84841713981705,POI3
2017-06-21 16:32:09.813,Orangeville,CA,43.92020,-80.09420,ON,4966991,45.181656729017014,POI3
2017-06-21 16:53:03.350,Saskatoon,CA,52.12200,-106.64600,SK,5267256,48.810212834644894,POI1
2017-06-21 17:17:53.580,Fort Mcmurray,CA,56.73770,-111.43800,AB,5553587,14.37909742484496,POI1
2017-06-21 17:29:18.123,Edmonton,CA,53.60754,-113.48698,AB,4919474,0.003768197645000419,POI1
2017-06-21 17:41:16.563,Kingston,CA,44.23770,-76.56020,ON,5102515,10.613563596016977,POI3
2017-06-21 18:12:04.483,Edmonton,CA,53.60750,-113.48717,AB,4706979,0.0037637989850006176,POI1
2017-06-21 18:16:32.273,Burlington,CA,43.37560,-79.81450,ON,4767197,43.648892791416955,POI3
2017-06-21 18:26:46.410,Edmonton,CA,53.54241,-113.63878,AB,4892541,0.023437193165001025,POI1
2017-06-21 19:02:59.020,Calgary,CA,51.04940,-113.95640,AB,4587497,6.455371935844999,POI1
2017-06-21 19:08:23.327,Etobicoke,CA,43.66106,-79.57372,ON,5448491,39.55412823217694,POI3
2017-06-21 19:24:37.460,Guelph,CA,43.51180,-80.23940,ON,4868048,48.573359846617045,POI3
2017-06-21 20:15:21.003,Calgary,CA,51.09150,-114.20730,AB,4750973,6.546047573244983,POI1
2017-06-21 20:21:03.827,Toronto,CA,43.75370,-79.26590,ON,4825653,35.61415936441703,POI3
2017-06-21 20:38:29.923,Scarborough,CA,43.83601,-79.22783,ON,5067268,34.89735859479697,POI3
2017-06-21 20:44:39.273,Red Deer,CA,52.28950,-113.81400,AB,5156073,1.686970515645,POI1
2017-06-21 21:05:42.693,Vaudreuil-Dorion,CA,45.38380,-74.04100,QC,4621193,0.24459903381699719,POI3
2017-06-21 21:09:45.340,Spruce Grove,CA,53.55940,-113.88400,AB,4679832,0.1587909190450053,POI1
2017-06-21 21:42:19.620,Bishopton,CA,45.69977,-71.45879,QC,5120043,4.472169346637024,POI3
2017-06-21 21:58:56.260,Calgary,CA,51.03780,-114.08000,AB,5349340,6.645057085445004,POI1
2017-06-21 22:05:25.173,Laval,CA,45.57710,-73.68730,QC,4617922,0.017784900016999165,POI3
2017-06-21 22:25:06.500,Fort Mcmurray,CA,56.71410,-111.38000,AB,4872622,14.469915171245024,POI1
2017-06-21 22:33:22.300,Lethbridge,CA,49.66240,-112.91600,AB,4986667,15.408242941044987,POI1
2017-06-21 00:07:37.953,Calgary,CA,51.06210,-114.11590,AB,5443897,6.567698048044983,POI1
2017-06-21 00:20:59.450,Mackenzie,CA,55.29030,-123.15936,BC,4824441,96.62103990956527,POI1
2017-06-21 00:44:13.067,Edmonton,CA,53.65850,-113.36140,AB,5148112,0.028077646444997516,POI1
2017-06-21 01:01:07.147,Elmsdale,CA,44.97537,-63.49725,NS,4536873,0.13220165104100062,POI4
2017-06-21 01:40:26.807,Calgary,CA,51.12290,-114.18900,AB,5091661,6.3668060200449785,POI1
2017-06-21 02:32:25.347,Brossard,CA,45.46930,-73.48480,QC,4970728,0.00933566241699869,POI3
2017-06-21 02:34:26.260,Ottawa,CA,45.44550,-75.68940,ON,5005951,4.514521262017031,POI3
2017-06-21 03:18:08.563,Mississauga,CA,43.56519,-79.62285,ON,5557232,40.512794754996996,POI3
2017-06-21 03:31:28.360,Toronto,CA,43.66820,-79.42090,ON,4955161,37.71477203341704,POI3
2017-06-21 03:35:39.107,Edmonton,CA,53.50748,-113.68446,AB,5026343,0.04098870704500276,POI1
2017-06-21 03:40:01.370,North York,CA,43.78700,-79.41690,ON,5086865,37.24168773501699,POI3
2017-06-21 03:41:21.870,Terrace,CA,54.51392,-128.61536,BC,5103891,229.8421287688855,POI1
2017-06-21 03:54:59.170,Mississauga,CA,43.56519,-79.62285,ON,5296624,40.512794754996996,POI3
2017-06-21 04:10:45.973,Calgary,CA,51.05810,-114.06400,AB,4690864,6.524868963244969,POI1
2017-06-21 04:11:47.900,Saskatoon,CA,52.12250,-106.72488,SK,5486721,47.735974536204914,POI1
2017-06-21 04:26:29.470,Corner Brook,CA,48.95160,-57.95530,NL,4888969,41.74007148294099,POI4
2017-06-21 04:42:23.330,Edmonton,CA,53.49913,-113.50035,AB,5121141,0.002426106824999733,POI1
2017-06-21 04:46:10.823,Montreal,CA,45.56950,-73.57310,QC,5178630,0.0023417024170000332,POI3
2017-06-21 05:04:53.790,Calgary,CA,50.98190,-114.10040,AB,5420382,6.953279538844968,POI1
2017-06-21 05:15:32.153,Calgary,CA,51.00810,-114.07300,AB,5524672,6.78666545124499,POI1
2017-06-21 05:49:18.037,Gatineau,CA,45.48960,-75.63310,QC,5218694,4.273829046617,POI3
2017-06-21 05:54:44.403,Lethbridge,CA,49.68360,-112.83400,AB,5292256,15.344181036244976,POI1
2017-06-21 06:02:53.677,Saint Catharines,CA,43.19410,-79.25250,ON,5401258,37.75340054441698,POI3
2017-06-21 06:11:30.480,Taber,CA,49.77724,-112.14275,AB,5483405,16.00841675558495,POI1
2017-06-21 06:15:18.547,Calgary,CA,51.09150,-114.20730,AB,5521620,6.546047573244983,POI1
2017-06-21 06:52:35.913,Oshawa,CA,43.92050,-78.82870,ON,5262043,30.25937275561699,POI3
2017-06-21 07:07:10.823,Pickering,CA,43.83150,-79.13349,ON,5439245,33.85321369779695,POI3
2017-06-21 07:08:12.797,Edmonton,CA,53.62085,-113.50326,AB,4660220,0.0058847111650001714,POI1
2017-06-21 07:10:00.807,Lacombe,CA,52.46319,-113.72604,AB,4682642,1.230586156165001,POI1
2017-06-21 07:20:53.900,108 Mile Ranch,CA,51.73948,-121.33789,BC,4822399,64.9204717643051,POI1
2017-06-21 07:41:17.583,Lethbridge,CA,49.69940,-112.82200,AB,5102067,15.238159175044988,POI1
2017-06-21 07:52:26.693,Calgary,CA,50.95050,-113.94700,AB,5258763,6.950253497645002,POI1
2017-06-21 07:59:18.897,Edmonton,CA,53.46430,-113.43710,AB,5358249,0.009067471644998552,POI1
2017-06-21 08:21:42.850,Okotoks,CA,50.73620,-113.96950,AB,5603825,8.129944083845004,POI1
2017-06-21 08:34:59.583,Regina,CA,50.45595,-104.62701,SK,5019796,88.02643201526489,POI1
2017-06-21 08:54:29.367,Markham,CA,43.87470,-79.25990,ON,5286341,35.132599034417034,POI3
2017-06-21 08:54:57.303,Calgary,CA,51.08230,-113.95780,AB,5296348,6.2934869020450135,POI1
2017-06-21 09:05:36.563,Cobalt,CA,47.46090,-79.63250,ON,5426524,40.56290307001695,POI3
2017-06-21 09:10:47.090,Ottawa,CA,45.42980,-75.69310,ON,4691594,4.53288487501701,POI3
2017-06-21 09:21:06.957,Edmonton,CA,53.59728,-113.43922,AB,4825532,0.0047760909649989455,POI1
2017-06-21 09:22:37.947,Regina,CA,50.44317,-104.64014,SK,5610360,87.87312359484481,POI1
2017-06-21 09:24:03.493,Toronto,CA,43.66820,-79.42090,ON,4861113,37.71477203341704,POI3
2017-06-21 09:30:06.520,North York,CA,43.73020,-79.49510,ON,4928517,38.36316007581692,POI3
2017-06-21 09:37:24.910,Leduc,CA,53.27059,-113.55144,AB,5050539,0.08025996136499988,POI1
2017-06-21 09:42:47.417,Edmonton,CA,53.41490,-113.45700,AB,5126754,0.018056668044998437,POI1
2017-06-21 10:00:47.003,Drummondville,CA,45.86500,-72.50360,QC,4532249,1.2466483994169881,POI3
2017-06-21 10:04:47.567,North York,CA,43.78010,-79.34790,ON,4609479,36.463013337216964,POI3
2017-06-21 10:34:42.273,Calgary,CA,51.08230,-114.14200,AB,5010815,6.501325656445005,POI1
2017-06-21 10:40:16.640,Newmarket,CA,44.05870,-79.45910,ON,5089392,36.86850600081708,POI3
2017-06-21 10:43:59.983,Kingston,CA,44.23770,-76.56020,ON,5144435,10.613563596016977,POI3
2017-06-21 11:03:15.817,Calgary,CA,51.12640,-114.14190,AB,4591212,6.285826153845019,POI1
2017-06-21 11:03:54.670,Calgary,CA,51.01890,-114.15700,AB,4597305,6.837676532044977,POI1
2017-06-21 11:32:40.183,Stony Plain,CA,53.53565,-113.98655,AB,4975755,0.25092727314500035,POI1
2017-06-21 12:07:41.403,Regina,CA,50.48550,-104.61630,SK,4653900,88.03454196524494,POI1
2017-06-21 12:07:53.503,Calgary,CA,51.15810,-113.93800,AB,5446060,5.9074085312450055,POI1
2017-06-21 12:08:06.243,Parry Sound,CA,45.34970,-80.00850,ON,4658694,41.535056591616986,POI3
2017-06-21 12:30:53.667,Scarborough,CA,43.75993,-79.19740,ON,4943717,34.815979019977036,POI3
2017-06-21 13:53:52.197,Gatineau,CA,45.50670,-75.62920,QC,5277986,4.256918082016994,POI3
2017-06-21 14:07:18.380,Calgary,CA,51.16690,-114.11300,AB,4646978,6.054374092045001,POI1
2017-06-21 14:10:05.637,Mississauga,CA,43.58690,-79.75590,ON,5463703,42.05774119881697,POI3
2017-06-21 14:11:00.857,Montréal,CA,45.53350,-73.66700,QC,4692809,0.010337073217000557,POI3
2017-06-21 14:23:45.967,Scarborough,CA,43.72620,-79.23200,ON,4859386,35.326849326617,POI3
2017-06-21 14:45:15.033,Edmonton,CA,53.53235,-113.57952,AB,5162708,0.008986723285001498,POI1
2017-06-21 14:55:56.843,Vancouver,CA,49.27984,-123.13132,BC,5314109,111.23887535432513,POI1
2017-06-21 15:01:39.210,London,CA,43.00706,-81.16598,ON,5387580,64.08238845769706,POI3
2017-06-21 15:17:51.417,Mississauga,CA,43.58070,-79.79360,ON,4788604,42.549908218816974,POI3
2017-06-21 15:31:19.723,Edmonton,CA,53.40441,-113.52367,AB,4953731,0.021534187144999686,POI1
2017-06-21 16:01:47.643,Bracebridge,CA,45.02703,-79.30982,ON,4561388,33.23582066041703,POI3
2017-06-21 16:11:30.280,Yorkton,CA,51.21488,-102.46260,SK,5483349,126.94438225832495,POI1
2017-06-21 16:19:27.317,Edmonton,CA,53.42941,-113.42384,AB,4807266,0.017463064284999358,POI1
2017-06-21 16:57:53.713,Calgary,CA,51.02720,-114.03490,AB,5339056,6.646778042644981,POI1
2017-06-21 17:01:33.647,Windsor,CA,42.29570,-82.95990,ON,4547930,98.65152421641712,POI3
2017-06-21 17:02:30.330,Calgary,CA,50.89867,-113.95401,AB,4581791,7.228522777184971,POI1
2017-06-21 17:05:56.130,Barrie,CA,44.40150,-79.67820,ON,4625713,38.613384431617064,POI3
2017-06-21 17:13:19.397,Mississauga,CA,43.57690,-79.62830,ON,5502577,40.53316118361695,POI3
2017-06-21 17:27:05.747,Winnipeg,CA,49.81360,-97.07590,MB,4895877,283.2147083170446,POI1
2017-06-21 17:29:10.083,Sydney,CA,46.16138,-60.17932,NS,4917608,10.200432423781018,POI4
2017-06-21 18:10:36.247,Calgary,CA,51.03297,-113.98352,AB,4690039,6.563950062604996,POI1
2017-06-21 18:42:03.357,Toronto,CA,43.67200,-79.37910,ON,5114582,37.21298001941694,POI3
2017-06-21 19:04:10.487,Calgary,CA,51.08201,-113.96235,AB,4600889,6.299232532105007,POI1
2017-06-21 19:07:27.253,Oakville,CA,43.49340,-79.71260,ON,4649094,41.894109400216934,POI3
2017-06-21 19:23:51.583,Brampton,CA,43.72973,-79.74113,ON,4859703,41.34283613743697,POI3
2017-06-21 19:44:59.627,Montréal,CA,45.53350,-73.66700,QC,5159768,0.010337073217000557,POI3
2017-06-21 20:07:51.287,Sault Sainte Marie,CA,46.51190,-84.30280,ON,4656363,116.25899552761713,POI3
2017-06-21 20:11:55.177,Laval,CA,45.57814,-73.79379,QC,4704907,0.05507084387700122,POI3
2017-06-21 20:54:16.580,Airdrie,CA,51.30820,-114.03980,AB,5283061,5.315485425444996,POI1
2017-06-21 20:56:06.143,Maple,CA,43.85260,-79.51170,ON,5319168,38.13672089981705,POI3
2017-06-21 21:34:05.287,Edmonton,CA,53.47390,-113.48300,AB,4998372,0.005229994044999441,POI1
2017-06-21 21:36:33.133,Edmonton,CA,53.58700,-113.44100,AB,5037582,0.003668464644999728,POI1
2017-06-21 22:01:51.870,Etobicoke,CA,43.60680,-79.50630,ON,4568964,38.95344905541696,POI3
2017-06-21 22:19:40.827,Saint Albert,CA,53.64150,-113.61400,AB,4808328,0.025540547645003433,POI1
2017-06-21 22:20:20.863,Kentville,CA,45.08340,-64.49880,NS,5584948,1.6229382219410093,POI4
2017-06-21 22:40:42.193,Barrie,CA,44.33030,-79.72680,ON,5094399,39.37442570841698,POI3
2017-06-21 00:02:33.737,Calgary,CA,51.04940,-113.95640,AB,4582578,6.455371935844999,POI1
2017-06-21 00:32:07.993,Saint Albert,CA,53.63340,-113.63530,AB,4966616,0.029979584645002985,POI1
2017-06-21 01:14:52.343,Kitchener,CA,43.39100,-80.44100,ON,4744986,51.80487493621705,POI3
2017-06-21 01:15:54.057,Burlington,CA,43.38890,-79.76820,ON,4760025,43.01552012241692,POI3
2017-06-21 01:59:25.813,Strathmore,CA,51.04680,-113.39300,AB,5360028,6.255434995444996,POI1
2017-06-21 02:14:52.970,Calgary,CA,51.12797,-114.21276,AB,4743979,6.37624353548501,POI1
2017-06-21 02:17:11.183,Toronto,CA,43.76483,-79.40995,ON,5540931,37.23781381987693,POI3
2017-06-21 02:34:33.473,Sainte-Foy,CA,46.78230,-71.28820,QC,5008284,6.777773545216984,POI3
2017-06-21 03:01:11.837,Toronto,CA,43.66096,-79.37224,ON,4540255,37.17423336621705,POI3
2017-06-21 03:14:39.953,Calgary,CA,51.04940,-113.95640,AB,4741027,6.455371935844999,POI1
2017-06-21 03:16:18.623,Dartmouth,CA,44.67810,-63.51210,NS,5532999,0.37696184854099496,POI4
2017-06-21 03:32:21.293,Mississauga,CA,43.58690,-79.75590,ON,4969319,42.05774119881697,POI3
2017-06-21 03:38:15.247,Canmore,CA,51.08760,-115.34610,AB,5065293,9.505513347445024,POI1
2017-06-21 03:54:32.833,Milton,CA,43.51520,-79.88020,ON,5287612,43.894575891017034,POI3
2017-06-21 03:58:46.730,York,CA,43.68830,-79.44960,ON,5348104,37.977561770017054,POI3
2017-06-21 04:00:21.363,Ancaster,CA,43.20800,-79.96520,ON,4526625,46.30233262861695,POI3
2017-06-21 04:22:52.787,Toronto,CA,43.67960,-79.43430,ON,5612776,37.82973404901692,POI3
2017-06-21 04:58:28.693,Toronto,CA,43.70680,-79.39910,ON,5345421,37.31837992101705,POI3
2017-06-21 05:14:11.933,Saint-Constant,CA,45.36680,-73.56590,QC,4734831,0.023972034616999826,POI3
2017-06-21 05:20:40.710,Burlington,CA,43.37500,-79.84340,ON,5588583,44.01346550901704,POI3
2017-06-21 05:31:03.383,Calgary,CA,51.01960,-114.20029,AB,4945341,6.894131082625003,POI1
2017-06-21 05:38:40.913,Kitchener,CA,43.44530,-80.49050,ON,5069994,52.25950999081695,POI3
2017-06-21 06:01:56.393,Newmarket,CA,44.05870,-79.45910,ON,4572027,36.86850600081708,POI3
2017-06-21 06:20:13.453,Edmonton,CA,53.58671,-113.49101,AB,4813710,0.0016715710250000603,POI1
2017-06-21 06:23:15.487,Laval,CA,45.60186,-73.77142,QC,4850668,0.04862453017700384,POI3
2017-06-21 07:08:11.977,Olds,CA,51.78340,-114.10200,AB,4659939,3.4871312790450006,POI1
2017-06-21 07:52:52.427,Calgary,CA,51.04750,-114.06800,AB,5266392,6.5823704716449924,POI1
2017-06-21 07:56:40.360,Saint-Jérôme,CA,45.89330,-74.13670,QC,5326176,0.46381042921701154,POI3
2017-06-21 07:58:55.660,Calgary,CA,51.04556,-114.06709,AB,5349202,6.591010167184975,POI1
2017-06-21 08:00:33.970,Calgary,CA,51.13300,-113.85600,AB,4529292,5.960471880644973,POI1
2017-06-21 08:17:15.500,Winnipeg,CA,49.87210,-97.14388,MB,5541561,280.5549604778049,POI1
2017-06-21 08:49:19.573,Edmonton,CA,53.48174,-113.53947,AB,5219067,0.007038396024999416,POI1
2017-06-21 09:04:39.540,Milton,CA,43.51480,-79.88400,ON,4606843,43.944183371817005,POI3
2017-06-21 09:15:33.450,The Pas,CA,53.81373,-101.24459,MB,5524446,149.9171963877048,POI1
2017-06-21 09:19:52.800,Edmonton,CA,53.51850,-113.65790,AB,4809828,0.030406594445001132,POI1
2017-06-21 09:20:06.157,Edmonton,CA,53.44693,-113.43865,AB,4812040,0.012064885224998859,POI1
2017-06-21 09:26:21.380,Laval,CA,45.56100,-73.68090,QC,4888067,0.014746571016999136,POI3
2017-06-21 09:31:54.253,Edmonton,CA,53.58700,-113.44100,AB,4963084,0.003668464644999728,POI1
2017-06-21 09:32:40.360,Laval,CA,45.53060,-73.75210,QC,4976046,0.03470475661700001,POI3
2017-06-21 09:40:57.360,Cambridge,CA,43.36770,-80.33800,ON,5098070,50.49906908161692,POI3
2017-06-21 09:57:20.530,Moncton,CA,46.10330,-64.81500,NB,5333784,3.275291058340996,POI4
2017-06-21 10:02:18.440,Edmonton,CA,53.60156,-113.40854,AB,4578931,0.009027298084998945,POI1
2017-06-21 10:03:54.923,Port Alberni,CA,49.26787,-124.78962,BC,5407588,146.0816639212051,POI1
2017-06-21 10:48:52.240,Saskatoon,CA,52.12250,-106.72488,SK,5213431,47.735974536204914,POI1
2017-06-21 10:59:25.800,Barrie,CA,44.38510,-79.69910,ON,5359488,38.906319389617025,POI3
2017-06-21 11:03:04.673,York,CA,43.70300,-79.51200,ON,5402179,38.662042032217,POI3
2017-06-21 11:05:16.183,Calgary,CA,51.15810,-113.93800,AB,4616363,5.9074085312450055,POI1
2017-06-21 11:17:59.510,Saint-Constant,CA,45.36680,-73.56590,QC,4790721,0.023972034616999826,POI3
2017-06-21 11:25:33.413,Lasalle,CA,45.44050,-73.61650,QC,4876218,0.009129741216999866,POI3
2017-06-21 11:42:03.213,Toronto,CA,43.66820,-79.42090,ON,5116457,37.71477203341704,POI3
2017-06-21 12:09:07.230,Courtice,CA,43.88600,-78.80430,ON,4672848,30.11481767781697,POI3
2017-06-21 12:15:45.863,Calgary,CA,51.07752,-114.16401,AB,5526916,6.554276342785001,POI1
2017-06-21 12:37:05.860,Calgary,CA,51.02420,-114.10040,AB,5045583,6.738131840644982,POI1
2017-06-21 12:37:50.710,Châteauguay,CA,45.35260,-73.73050,QC,5057441,0.05562315741700074,POI3
2017-06-21 12:44:08.580,North York,CA,43.78100,-79.34830,ON,5146936,36.46450505581695,POI3
2017-06-21 12:50:05.577,Montreal,CA,45.65000,-73.48330,QC,5227634,0.023322373817000166,POI3
2017-06-21 13:07:07.600,Thornhill,CA,43.83950,-79.38310,ON,5439069,36.667931162416984,POI3
2017-06-21 13:11:31.120,Lasalle,CA,45.42000,-73.64000,QC,4700139,0.01580090221699936,POI3
2017-06-21 13:33:52.797,Canmore,CA,51.08760,-115.34610,AB,4994269,9.505513347445024,POI1
2017-06-21 13:40:47.917,Leduc,CA,53.26170,-113.54900,AB,5097159,0.08492406084500127,POI1
2017-06-21 14:19:36.403,Calgary,CA,51.01565,-113.96535,AB,5577590,6.633547794744988,POI1
2017-06-21 14:39:34.460,Sainte-Foy,CA,46.78230,-71.28820,QC,5082131,6.777773545216984,POI3
